content,score
sangat perlu dan dgn aplikasi ini sy sangat terbantu. Tp tolong lah kpada bos google untuk menutup pnyelundup ke akun WhatsApp saya. Ganti sandi tetap login nya ke prangkat dia. Jd WhatsApp sy sll spam. Kalo sudah di logout prgkat dia nya baru saya bisa pake akun whatsappku. Kenapa perintah google hanya ke prangkat dia. Sdangkan hp sy yg jelas beli ini N dbuat akun N dftar WhatsApp. Tp sll yg pake prgkat dia. Jd sy seolah olah nempel di prgkat dWhatsAJD N pake akun saya TDK dperintah SM google.,5
Ga guna -6000 aura,1
Andai whatsapp bisa di apdet,5
Sangat baik,5
Kok sering terjadi spam di aplikasi WhatsApp aku padahal dah mematuhi peraturan dan gak melanggar hukum,2
Mantap,5
Great this aplication for our people,5
"APAAAN INIIII, astagfirullah sblumnya sy mnta maaf buat pihak wa, tp ini asli saya kesel udh 2 hari ini gabisa foto foto lagi di wa. Knp? Krna setiap ambil foto di wa, itu hasilnya jadi gelaaaapppp banget naudzubillah, pls cepat perbaiki, ak sda tida tahan ingin pap muka ke nomrku sndiri🥰🥰🥰🥰. Trus juga, apasi sering banget pesan ga kekirim?! Jaringan gw lancar, kuota ada, tp ngapa jd gini",2
"Pengalaman yang saya rasakan menggunakan wa masanger. sebetulnnya sangat membantu cuma wa sangat lelet,mohon untuk di perbaiki. .",4
Is the best,5
bagaimana cara ngetag grup dalam status?,4
Mantaf,5
suka log out sendiri,2
Bagus,5
Rusing lah,3
"Assalamualaikum pihak wa tolong kenap saya tidak bisa ke dalam tolong Please help me so I can log back into WA, lots of it is for studying and lots of it is for school groups, please help me",1
Susah membuka wasap,2
Kasi 4 bintang,4
bagus untun komunimasi tetapi kadang ketika saya mau masuk untunk chat orang suka keluar sendiri bahkan itu berlangsung bisa sejam tololng diperbaiki🙏,3
"Saya Mohon Dengan Hormat Pihak WhatsApp tolong hubungi Email saya karena saya merasa di rugikan karena sudah 3 kali nomer saya di blokir tanpa sebab padahal saya tidak merasa melanggar kententuan kebijkan pihak WhatsApp jadi saya mohon dengan segala hormat komen saya di tindak lanjuti terimakasih ,saya tunggu kabarnya sampe besok hari. Terimakasih🙏",1
Bagus,5
Sangat membantu👍👍,4
Mantap,5
Bagus tapi waktu itu ke hapus sendiri,2
Mantap,5
Terbaik,5
Bagus,5
kpd pihak yg Ter hormat ... kenapa whatapp saya sering kena spam/di blokir tolong di tinjau SE maksimal mungkin ..trima kasih,3
wawww sekalii,5
Kalo update jangan ngelek,5
Sangat membantu,5
Hallo min tidak semua orang ngerti penggunaan saluran yg ada d wa Jd gaush lah d kasih bgtuan ga jelas loh,2
Kenapa akun nya gal bisa masuk padahl gak ngapa ngapain tapi alasan di krna spam akun di tutupgiman si,3
Saya tidak mendapatkan tema chat default,1
Tidak bisa ke buka,5
sangat bagus,5
Bagus,5
bagus hanya saja saya tidak bisa membukanya saat ini,5
Good,5
Bagus sekali,5
Habis di update malah upload story video muter2 doang,1
ok,5
Keren asyik dan bisa berkomunikasi Dengan saudara atau bestie,5
"kenapa wa akhir akhir ini sering error siii. kuota banyak, sinyal juga lancar tapi gabisa kirim pesan. tolong ya segera di perbaiki",1
Bagus banget,5
bagus kok,5
oke lah,4
Top,5
Good,5
Knpa WA saya gabisa terbuka,5
Cukup untuk pembaruan aplikasi baru,2
Sangat cocok,5
Baik bagus bgtt,5
"Untuk aplikasi nya bagus, fiturnya juga makin banyak sekarang,lebih bagus lagi kalo ada foto slide nya di status,pasti keren banget.moga di ada in",5
Membantu untuk berkomunikasi,5
Oke,5
Baik,3
mantap,5
sanget bagus aku mencintainya karena bagus banget,5
tolong bantu akun Whatsapp saya??? tolong WhatsApp🙏🙏🙏🙏🙏😭😭😭,3
baik,3
WhatsApp messenger memang mantap 👍👍👍👍👍🌹,5
Bagus kk,5
Pusing wa kna spam truus tlong d bantu dong,2
Good,5
Mantul,5
Bagus,4
Error kirim pesan atau vidio di saluran terkirim tapi kayak gk terkirim,3
Gk bisa di download,1
Bagusssssa bangetttt bisaaaaa chataaaaaaaaanannnnnnn,5
WA saya ngellek,1
updated terus,1
"Gak bisa login padahal udah pake WhatsApp versi resmi😔 tolong perbaiki, waktu itu gak kaya gini aman aman aja pas buka WhatsApp lagi malah kaya gitu, udah cari tutor tapi tetep gak bisa😞 padahal udah pake yg ori",3
punya aku ko ga ada cht tema default nya sihh,3
Oke,5
GK BAGUS WA NYA.SELALU ADA PEMBARUAN.GK BISA D PAKE.,3
"bnyk bug bg, mohon dibnrin",1
Kereeen,5
Masih belum ada meta ai,1
Sangat bagus fitur barunya,5
Mantab aplikasinya,5
sudah bagus semua tapi kenapa saya tidak bisa tag grup untuk melihat status saya ya,5
"kenapa akun saya terus terkena spam, saya minta tolong untuk dikembalikan secepatnya, karna banyak sekali data' penting. saya sudah 4kali ganti nomor dalam 1 hari hanya karna spam",1
Cepat berkabar.,5
Aku baru dowload Whatsapp kokk kalau lagi vc ga ada efek tapi punya temen temen ku pada ada semua anehh,2
Bagus,5
main spam aja tanpa kejelasan,1
Bagus,5
Baik,5
Bagus bgt dan sgt berguna,5
"gimana sih kebijakan WhatsApp ini, tiap hari wa ku di blokir padahal orang kerja, minta maaf tidak sengaja tidak sengaja gila",3
Sangat memuaskan,4
Baik tambah... Sedikit berubah...,4
"Aplikasinya cukup privat aku kasih bintang 5 buat aplikasi ini.Saran ku si cuma tambahin fitur baru yang lebih menarik seperti ada mini game,dan fitur2 lainya.Thanks",5
aplikasinya sangat bagus dan sekarang udah apdett jadi banyak fitur baru yang bisa kalian gunakan hahaha ff max,4
Makin kesini makin ga jls kbanyakan update apk tmbh jelek buat tlfn aja sring ga bsa tulisan a panggilan gagal apaan,1
Mantap betul,5
WhatsApp saya masa eror Mulu masa kena banned nomor saya gara gara spam padahal juga nggak ngapa2in tolong lah benerin dlu ini woi developer gw mau ngechat sana sini jdi susah woiiiiii,1
Bagus,3
terbaik,5
𝐬𝐚𝐧𝐠𝐚𝐭 𝐛𝐚𝐠𝐮𝐬,5
"kenapa akun whatsApp sy selalu terkena spam, apa penyebabnya karena selama ini sy menggunakan whatsApp dengan wajar, tapi sering kali akun sy gk bisa dipakai karena terkena spam, handphone yg sy gunakan Vivo. Mohon penjelasan nya, ini dikeranakan akun sy atau dari perangkat nya, karena sebelum nya pakai perangkat lain gaknpernah ada masalah",2
Sangat puas,5
Membantu sekali,4
Whatsap saya di blockir padahal saya tidak melakukan kesahalan apapun . Akun saya di blockir karna melakukan spam . Padahal saya sudah mengikuuti prosedur yg di berikan. Tapi knpa akun saya di blockir . Tolong segera tindak lanjuti perkara ini .karna sangat merugikan saya. Fiture laporkan spam terlalu sensitive sehingga tidak bekerja dengan baik .. trimakasih,1
Kenapa saya udah update malah lagi disuruh update it`s oke GPP saya kasih bintang 4,5
Update truss,3
Aplikasi nya baguss lancarr,5
Sangat membantu,5
Bagus,1
Aneh gak bisa login miinta Whatsapp yng resmi bingung jadi nya,5
Lumayan puasa,4
"Diblokir karena spam, susah penormalannya.",3
Nelponurah dn praktis,5
Ok,4
"Nih WA makin gak jelas dah, baru kebuka kenon spam login ngk bisa leg lahh apa lahh muter² di hapus data malah ke kenon spam lagi gimana sih jadi nunggu 1hari jadinya aneh dah aplikasi gede ini penting di buat bisnis malah gk pecus gini aplikasi nya",1
"terjadinya bug saya tidak bisa membuka vidio yang dikirim dan banyak lagi,tolong di perbaiki",2
sangat membantu,5
bisa ga fitur tag grupnya ilangin ajaa???? gangguuuuu,2
Oke,5
bagus je,5
Bagus,5
Sangat suka,5
"Tema chat memungkinkan Anda menyesuaikan warna gelembung dan wallpaper. Pilih dari tema preset, wallpaper baru, atau padu-padankan. Buka ‘Pengaturan’ > ‘Chat’ > ‘Tema chat default’ untuk mengubah di semua chat atau ‘Tema chat’ di info Kontak atau Grup untuk mengubah di chat tertentu. ktanya bakal ada, tapi di hp ku GK ada?!",3
Ndd meta AIny d hape ku aplikasi Jelle nd cocok d donlot,1
Baik,5
makin di update menurut ku malah ngak bagus malah ada bugnya kalau buka story wa ada bugnya mohonlah untuk di perbaiki ki seperti dulu lagi,2
"sangat menyusahkan urusan orang lain. dan nomor saya terus menerus di ban tanpa keterangan yang jelas. dasar sistem nggak becus menjalankan operator. dan ini masih di tahap peninjauan untuk mengembalikan nomor saya. sistem nggak cerdas. padahal jelas-jelas gue nggak melakukan hal-hal yang tidak wajar. lah ini malah kena ban terus, pokoknya gue nggak suka banget dengan cara sistem lu bekerja. gue kasih rating 1 lu. nggak jelas",1
Saya ucapkan banyak terima kasih,5
Ok,5
Oke,5
Joss pokoknya,3
Mantul,5
Mantap,5
Buat fitur pesan terjadwal,5
Sangat bagus,5
𝑫𝒐𝒏'𝒕 𝒐𝒑𝒆𝒏 𝒎𝒚 𝒘𝒉𝒂𝒕𝒔𝒂𝒑𝒑,5
keren banget,5
Bagus,5
Knp ada tlpn wa GK langsung bisa di angkat harus buka kunci,5
"Min nomer saya kenapa gak bisa masuk whats app , saya coba di hp lain juga gak bisa ...padahal sudah lama pakai whats app dan gak pernah ada masalah ...aneh banget",1
okok,5
"Alhamdulillah menunjang kebutuhan sehari hari dlam menyambung komunikasi di era ini,hanya saja harus lebih teliti dalam mengolah laporannya",4
Kenapa whatsapp sekarang spam terus. Tolong lah di perbaiki lagi,1
whatsapp sangat bagus di gunakan tpi sayang ny sy blm mempunyai fitur buble cht,5
"kenapa ya tiba' ada pilihan lewati pemulihan dan pulihkan,ehh ps di pulihin malah chat kereset kalo engga chat yang ga di cadangkan hilang,trs eror,kalo chat ga du candangin dulu trs ada pilihan di atas tadi hilang aneh bgt tolong di benerin pliss",1
"apaan sih update mulu njir? itu tema terus bubble obrolan belum merata, ngirim video gak bisa hd di sw",2
Sangat baik dan berguna,5
gajls tiba tiba keluar sendiri padahal gak di gimna mnain,1
Kok aku blum ada tema chat nya yah 😭😭🤔,1
Kenapa ini pihak whatsapp akun saya kenapa kena spam padahal saya tidak melakukan spam apapun,1
"Aku kasih dua bintang, dulu ya",2
saya mohon tolong aktifkan kmbli wastap dgn fecbook smua dah hilang,1
Tapi gak bisa di abdet Maaf ya kok gak bisa,5
Baik,5
pgn nyoba Beta test😭🫸,5
Saya akan menggunakan wa,5
"Ketepatan shering utk unduhan video dan status profil loading, tdk up-to-date ready..",5
Terlalu banyak untuk di update,5
Alhamdulillah bisa wa,5
Aplikasi ini sangat bagus karena aku bisa mengobrol dengan teman Collab ku untuk mengurus pekerjaan kami dan berhubungan keluarga serta chat dan VC,5
Panggilan masuk tidak terlihat,1
"M emang betul"" dan tidk hok..",5
keren,5
knp saya blm dpt meta ai + thema chat y?,2
Ya lumayan,3
"bagus tpi kenapa aku gak seperti teman"" aku ya WhatsApp nya pdhl sudh aku update tpi tetap gak ada tuh yang pembaruan nya sama kaya mreka apa jangan"" WA pilih kasih🗿🗿 eh tpi bagus kok apl nya aku suka cuma aku agak terlambat aja dapet pembaruan yang kayak teman aku aja sih 🙄 ku kasih bintang 5 ya tpi mohon truskan update lagi biar makin seru main nyaa hehe😘😘😘",5
jos lah,4
Ko aplikasi y membagongkan,5
siiiip,5
👍,5
Mantap,5
Aku suka,5
Aplikasi payah dan menjijikkan,1
untuk menginstalnya lama bgt tapi bagus,4
Ok,5
Bagus,1
Sngat bagus karna dapat tema cht terbaru saya sangat suka,5
Jelek,1
bintang 4 dulu deh ya,4
Memuaskan,5
Bagus,5
Singkat kata mantap,5
"tiba² wa ngelek ga bisa ngirim stiker atau tekan emot lagi, tolong perbaikan sedikit...",2
Bagus banget :),5
App sangat bagus,5
Mb nya gampang banget penuh kadang kadang nggak ngapa-ngapain tiba tiba WhatsApp nya nggak bisa di buka tolong kerja sama nya ya tolongin biar nggak gampang banget penuh,1
Tapi punyaku kena Hack,5
Bagus,4
ga bisa di instal ulng cht ceklis 1 trus,3
sangatlah bagus sekali,5
Pokoknya bagus,5
Wa nya butut gampang ke spam,1
mantap,4
Ok sip,3
Ok,5
"makin kesini makin jelek, jaringan bagus tapi telpon suka tiba' mati!!",2
Sangat bagus saya menyukai nya🤭🤭,1
Ok,4
Meta AI kapan di ada di hp kami yg ram2?,1
Cerita yang bagus tidak sabar menunggu kelanjutannya,5
Bagus',5
Bagus sekali,5
Aplikasi bagus tapi pas aku bikin status wa pas udah ke upload video nya jadi burem,5
wa malah makin gak jelas upload video di story setelah diupload malah jadi blur alias burik,2
Aplikasi behenti terus,1
Mantabnnn,5
KENAPA SAYA TIDAK BISA BUKA SW YA?,3
Bagus sekali,5
WhatsApp berguna buat yang rumah nya jauh dan ini wahatsapp berguna untuk melihat teman dan bisa vice bisa buat status dan bisa buat teman HEPI assalamu'alaikum warahmatullahi wa barokatu,5
apa yang kita beri kepada orang lain semoga berkah dan bermanfaat untuk kita semua.,2
Optimalisasi kamera tidak seseuai kuwalitas kamera devices,1
Bgus,5
"WA baru terdaftar masa iya langsung Ter blokir sih min? Gmna sih kebijakan dari pihak aplikasi WhatsAppnya, 2 nomor terblokir semuanya",1
Mantap,5
"Sangat cocok buat kita yang pengen transportasi kepada keluarga,temen dan kerabat yah😊",5
Halo pihak WhatsApp kok Wa saya sering kena blokir padahal saya jarang ngelakuin pelanggaran apapun Tolong pihak WhatsApp atasi masalah saya🙏,4
Ga bisa kirim stiker anj,1
Sangat membatu,5
Jgn spam wa ku,5
Alat berkomunikasi yg bagus,4
"Ini status yang bisa sebut grup hilangin lah, ngeganggu banget Tau kagak si lu, ga ada manfaat juga, Hapus aja lah.",1
"Akun whatsapp telah di blokir karena spamm,knpa bisa gitu ya?? Tolong dibantu",2
kenapa akun saya tidak bisa dibuka mengatakan bahwa akun ini tidak memakai WhatsApp lagi karena spam pahala saya tidak melakukannya tolong kembalikan akun saya karena saya mempunyai grup sekolah.,1
Yaaa bgs,5
"Aplikasinya bagus,tapi ada sedikit bug,(1)Bug mic,(2)bug teks dll",5
What'sapp ini sangat Bagus untuk kombinasi samaaa orang¹ tertentu,5
Nice,5
Wattsap sangat penting buat saya,5
Jarang ada muncul notif pesan atau pun telepon di layar,2
Burik,1
mantap,5
"sejauh ini bagus, tapi skrng' di aku ko gabisa kalo ada cht video sekali liat, gabisa di puter video nya, pdhl memori ga penuh, itu gmna ya",4
gimana cara tag,3
Kami ingin memasukan warga kami jadi anggota group perumahan,5
Mantap,5
Bagus,5
bgs sii tpi fitur yg udh ad di whatsapp tmn blm ad di akuuuuu GASUKAAA jdi klo fitur nya udh ad baru aku kasih bintang 5🏃‍♀🏃‍♀,4
Sangat bagus,5
Saya sangat senang karena mengeluarkan Pirtur baru terus,5
Bagus,5
kenapa gue belum bisa tag grup?,4
"aplikasinya jelek, saya sudah memakai whatsaap resmi tapi tidak bisa terverivikasi",1
sangat bagus,5
Aplikasi sangat membantu cara berkomunikasi dengan cara yg mudah,5
Karena ada komunitas 18+ menurut saya dengan ada nya komunitas ini sangat menggangu atau tidak pantas apalagi untuk anak di bawah umur,1
Lucu,4
Bagus,5
Makasih whatsapp,5
Bagus sangat baik bagi pemakai,5
"META TELAH BERKONTRIBUSI BESAR UNTUK KEMAJUAN MANUSIA DAN DUNIA AGAR TETAP TERHUBUNG DENGAN BAIK. GOD BLESS YOU ,META.",5
Sekarang whatsapp hanya gunanya untuk memblokir orang karena ini (sistem blokir) apakah saya harus ganti nomor hingga 100x??????????????????????????????????????? ¿????????????????????????????????,1
Whhh aplikasi komunikasi nomer satu di dunia menurut aku mana sekarang ada asisiten AI mana bisa ganti tema chett thank youu whatsaap😘😘👉👈❤❤,5
Woi lah gw GK ada meta ai,1
"fitur pencariannya mana bos,,?",3
Kenapa waq gak bisa versi beta yah,1
Watsap sangat bagus untuk berkomunikasi,5
Bermanfaat sekali,5
"Udh bagus sih, tapi masalahnya notifikasi pesan yang telah saya ganti, kok jadi ga ada suaranya ya? Tolong Meta perbaiki ini",5
Ok,5
Luar biasa,5
Bgusss,5
Cukup bagus,5
aku kasih bintang 4 karena di whatsapp aku belum ada tag grub,4
Bagus,4
Wa sekarang Makin buruk Bisa pula Tiba Tiba Ke baned wa awak Besok nya di baned lagi.,1
"Sejak update, bahasa yang muncul campur² info dan inggris, misal: pada saat akan menghapus pesan saya yg terkirim ke penerima. Aneh..",2
Update mulu herannnn,1
di aku blm muncul warna chat padahal ud update?,5
Whatsap massenjer bagus,5
Matantap,5
Andai gk pake data pasti seru bangett sih,3
sangat bagus,5
Kenapa kalo post status agak sedikit blur ya,5
Tidak bisa pakai filter yg ada Di Whatsap,2
watsap sangat baik,5
Lumayan tpi kadang ngekag,3
Wa tolong benerin min suka error mulu setelah update,1
bagus,1
sangat bagus update nya,5
Bagus,2
Ok,5
Baguus,2
Kenapa in wa kirim chat ke orang di bilang spam GK jelas emang,1
memuaskan,5
Ok,5
"Bagus sih,tpi sering ngelag",5
Bagus karna bsa saling komunikasi,5
bagus si tapi knp punya ku blm ada filter e? kalo bubble cht ber warna udah pliss deh ya i need filterr😭,5
Baik,3
"WhatsApp developer, please listen to me! Ini wifi nya udh kenceng banget, tapi kenapa pas repost story itu lama? Selain nya itu semua udah oke aja. Sekian thanks you~",5
bagus,5
Mantapppp,5
Bagus yang sekarang ini apalagi sudah ditambah fitur fitur baru. Pokoknya oke sudah.,5
Gpp udah gua kasih bintang lima walaupun ada kendala yang menyulitkan,5
"sangat bagus, hanya di sarankan dari pengguna untuk developer kalau bisa developer menyiapkan fitur filter saat vidio call agar peminat nya makin banyak...we loved",5
ada beberapa bagian yang tetep sama walaupun dah di update,1
jelek,2
"Wa ku slalu di blokir tanpa sebab males jadinya padahal buat wa karna penting buat jualan, masak Sampek ganti nomer 3x masih di spam hehh repott",1
Bagus,5
Saya seorang pensiunan guru sudah 7 tahun,4
"Tolong di bantu, saya terkendala terus menerus menggunakan WhatsApp . Akun saya selalu kena spam.",4
Good,5
sgat bngus plisssss,5
Mantap,5
Kena spam,5
Mudah dan lancar dlm komunikasi dgn teman dan klrga dimana pun berada jadi terasa dekat,4
"kaloo mau download WhatsApp yg ini aja soalnya klo yg bisnis ngebuG bangett jelek bngett maaf yh ini bukan ngebanding""in tapi real nyata",5
"Napa gak bisa login ? Jawab dari Whatsapp , SPAM , Padahal slama ini Saya gak mlakukan aktipitas ilegal ?",2
Ok bagus,5
Sangattt memuaskannn,5
Sangat bagus,5
Manatp,5
Mantap,5
Best,5
sngat suka,5
Ok,4
Baguss sekali,4
Kenapa ya yg terupdate buat story burik? Padahal sebelumnya tdk...,2
Aplikasinya jelek banyak iklan😤😤,1
Hp itel A50 tidak ada filternya saat video call,1
Bagus,5
Lumayan bagus aplikasinya,5
Ok,5
Bagus,5
Kamera nya tiba2 nge zoom,5
Bagus,5
baik,5
Baguss,4
Knpa ga bisa,5
Aku suka dengan aplikasi ini ada meta al juga dan bisa mengembalikan file yang sudah kehapus,5
Nice,5
Saya suka,5
Ini kok foto yg di upload ke story walaupun pake mode hd kok tetap burik ya,5
Knpa akun wA saya kena spam ya?,4
Bagus banget,5
Karena saya suka ngetik dan WhatsApp sgt menyenangkan 💯,5
kapan WhatsApp aku update,5
karena tidak ada meta AI nya,2
lama sekali mengnginstal nya,5
ok,5
berguna banget,5
Aplikasi sudah bagus cuma masalnya adalah akun gua selalu di blokir sama whatsapp di spam ajing tolong saya sudah 12kali di spam oleh whatsapp saya tidak melakukan apa cuma chat dengan sesam teman dan keluarga apa lagi selalu gagal saat lagi verifikasi kode mana lama banget saya sudah minta bantuan ke whatsapp tapi sama aja jawab pasti harus pake whatsapp resmi padahal saya sudah whatsapp resmi tapi sama aja sama di spam dan lagi kata whatsapp resmi tolong dijawab admin whatsapp,1
Wa saya slalu di blokir salah nya di mana,5
Bagus,5
aplikasi multifungsi👍🏿🤙🏻😍,5
Status buruk,4
Puas,5
Sangatlah membantu kegiatan sehari hari👍👍👍,5
walaupun aga bug tpi ga masalah apk ini ttp bgus,5
bagus,5
Semoga semakin bagus,5
bagis,5
knpa sih ko susah buat daftarin nmr hp tetep aja suruh beralih k whasap resmi padahal udh resmi donlodnya,4
wasku knp sih kok jelek bgt kesel ge,2
saya mohon untuk alangkah update-an kedepannya wa mendukung 100% untuk TalkBack dan fitur-fitur barunya TalkBack dan saya mohon untuk alangkah kedepannya wa bisa membaca mendeteksi emoticon stiker foto video di TalkBack biar membantu untuk penyandang disabilitas di Indonesia ini dan saya mohon kalo video khusus status atau teks tambahkan durasinya lebih perpanjang lagi kalau biasanya 60 detik tambahin lagi dong 60 detik lagi atau lebih panjang itu enak,1
"Tidak jelas tiba"" kena spam",1
Kena wa saya tiba Tika keblokir dibilangnya kena spam saya sangat butuh wa untuk menghubungi keluarga atau kerabat mohon dibantu,2
Baru juga di aktif kn wa-nya udah sepam lagi,2
Bagud,5
Ok lah,5
🥰,5
udah di update tapi tetep aja ga ada tema chat dan meta ai,1
Terus keluar dan ada pilihan info aplikasi atau keluar aplikasi gimana cara ngatasinnya,1
Kenapa sekarang nggak bisa screenshoot? Padahal itu penting buate mengantisipasi yang tidak tidak,1
bisa nggak di perbarui biar tambah keren🙏,5
Ok mantap,5
"buat ngetag grup nya di WA sya tidak ada, hanya ada kontak nya saja",3
Bagus,5
Ok,5
ga bisa 2 hp dalam 1 akun/ nomor,4
Kenapa sekarang campur dengan bahasa inggris ?? Sangat merepotkan buat kaum emak² bapak² yg tidak bisa bahasa inggris,1
Mantap,5
Ok,5
Cukupembantu,5
Sangat bagus,5
ok,5
Sangatlah bagus,5
Whatsapp ini bagus sekali enak bgt menggunakan whatsapp ini,5
Di wa ku kok GK ada WhatsApp meta ai,2
Bagus,2
Bagus,5
Bagus bgt,5
kg ada yg ngcht jir,1
Banyak video yang suaranya di hilangin,1
Tolong pihak whatsapp di perbaiki sekarang status wa itu bisa di tab ke orang mau grup tapi kok punya saya gak bisa di tag ke grub hanya bisa di tag orang tolong di perbaikan ya pihak whatsapp saya kasih bintang 3 dulu mohon di perbaiki,3
whatsapp sedang error kah?,3
Takasih bintang 5 tapi tolong kok WhatsApp saya terkena spam Tolong lindungi aku WhatsApp saya,5
Bagus,5
Kenapa ga bisa terinstal aplikasinya,1
kerja keras bagus,5
Sangat bagus aku suka,5
Dipakai tiap hari harus kasih bintang 5,5
"makin di update makin jelek, cuma bikin memo penuh njir!",1
"Sinyal bagus dan kuat, tiba² mati belum ada 30 detik ngobrolnya, gak ad menghubungkan ulabg langsubg mati aja tlfonnya.",1
Aplikasi ini sangat berguna'!,5
Tidak bisa mendapatkan tema chat delfut,1
"Udh di updet tpi perubahan wa-nya belum ada,,,?",4
Aku bisa berkomunikasi dengan teman lewat whatsapp,5
Saya bekerja di jasa pengiriman barang yg pastinya menghubungi nomor baru yg tdk terdaftar di kontak. selama ini tdk pernah terkena spam. Tapi setelah beberapa minggu ini wa saya slalu terkena spam. Tlong bantuannya,2
ko di aku tema chat default nya belum muncul ya? padahal udah di update versi terbaru nya,4
"Bagus, saranya Temanya jangan hanya di kolom cht saja yang bisa di ubah di yg utama juga harus bisa di ubah heheheeh",5
Udah ganti nomor tetep aja di kira spam lawak,1
Nggak ada efek pas vidio call padahal udah hidup,2
saya tidak ada efek saat video call,5
bagud,5
Bgud,5
Bagus,5
Mohon pulikan akun ay,1
"Whatsapp sekarang banyak eror nya, story ga muncul,online gada, pp juga gada padahal ngga di privasi. Tolong di perbaiki lagi yah",3
Top,5
Sangat bagus,5
Bagus,4
aplikasi sangat di butuhkan semua orng jadi saya suka saya kasih bintang4,4
Baik,5
knp saya waktu membuat story wa tidak bisa menybut group padahal sudah update,2
Bintang 5,5
Saya mau nanya kalo ada no baru itu kenapa ngecrash ya? Saya terganggu,1
Baik di gunakan,5
Bagus,1
Gak kluar suara notifikasi pesan masuk nya dan GK muncul jg notif nya tiba tiba pas buka wa udah ada cht baru!! Tolong dong di perbaikiii,3
Kenapa selalu kenna spam,5
Bug Vid call button,2
"Aplikasi mcm Babi, iklan gak bs di Skiip...harus nggu 1 menit😡😠😤 Masuk nton iklan, kluar pun Nton iklan dulu",1
gimana ini kok ga bisa tag grup y,2
sangat bagus,5
Terlalu banyk spam,4
Ok,5
WhatsApp messenger memang di perlukan,5
Baik,4
Apl ini sangat bagus👍,5
dapat cewe,1
Ga jelas habis di update malah gabisa di buka kenapaa ini???,2
"sangat baguss,berguna banget,bisa mempermudah saya untuk berkomunikasi dengan saudara yang jauh,,tapi kenapa fitur warna bubble chatnya tidak bisa di rubah padahal sudah saya perbaharui,punya teman teman saya sudah pada bisa tinggal saya aja yang tidak bisa",5
Mantap,5
"masa saya buka youtube sambil vc sama pacar saya, malah video terjeda waktu itu engga bisa malah sambil vc, wa skrng aneh banget, dislike",1
Oke banget Beritanya di tambah baru baru aja,5
👍,5
"mohon maaaff pihakk WhatsApp inii sayaaa tidaa bisaa nge tag grup, tolongg kasihh tauu caraaa nyaaaa,atau di perbaiki yaaaa, sekalii lagii maaaaff",3
Sangat berguna👍👍👍,5
Okyyy,5
Pengalaman q banyak pengrajin tapi. Biyaya yg ngak memungkinkan,3
saya tidak bisa install aplikasi ini jadi saya beri bintang 1,1
Sangat bagus,5
good,4
kenapa WhatsApp saya belum ada bubble chat?,1
"WA skrng makin ngacooo,ada atura wa gk resmi dah suka aneh"", ngeribetin LOL",1
wa kenapa sih sekarang makin baru makin aneh lihat statu aja ga bisa full lagi pasti kelihatan luarnya aneh banget jadi ga jelas kalau lihat sory diperbaiki lagi dong,2
